"County","State","Years_of_Potential_Life_Lost_Rate","Fair_Poor","Physically_Unhealthy_Days","Mentally_Unhealthy_Days","LBW","Smokers","Obese","Food_Environment_Index","Physically_Inactive","With_Access","Excessive_Drinking","Alcohol_Impaired","Chlamydia_Rate","Teen_Birth_Rate","Uninsured","PCP_Rate","Dentist_Rate","MHP_Rate","Preventable_Hosp__Rate","Screened","Vaccinated","Graduation_Rate","Population_25_44","Some_College","Unemployed","Children_in_Poverty","Income_Ratio","Single_Parent_Households","Association_Rate","Violent_Crime_Rate","Injury_Death_Rate","Average_Daily_PM2_5","Presence_of_violation","Severe_Housing_Problems","Drive_Alone","Long_Commute_Drives_Alone"
"Jackson_North Carolina","North Carolina",8778.031672,18.742267742,4.2242255523,4.4069540345,7.9642724228,19.508887962,29,6.9,26.7,99.505847881,18.22353741,31.25,368.4,19.102125762,17.590914973,94.69473,53.52198,451.44626,3622,40,46,92,9041,67.293440991,4.8411736817,22.5,5.2013393954,39.855585445,13.257261902,214.27274378,81.5821172,8.4,"No",17.51801943,77.921633491,21
"Johnston_North Carolina","North Carolina",7019.1923552,16.840599458,3.7313804538,3.9616137228,8.0564836412,17.80561112,33,8.4,26.5,65.078932721,18.001476228,26.751592357,391,28.172722486,12.931592348,28.2058,22.87655,91.50619,5769,42,50,91.8,49506,61.950066659,4.1727399432,21.4,4.1959173615,31.559060971,8.7229041525,184.85167122,59.793743731,10.4,"Yes",14.592413236,83.599080743,48.2
"Jones_North Carolina","North Carolina",7966.3376784,19.680716351,4.114179618,4.2962433177,8.6131386861,19.335659591,34.5,7.4,28.3,48.429035753,13.995117679,9.0909090909,399.5,25.026624068,13.838329764,40.62976,15.79114,41.67969,5707,56,51,97.5,2278,57.155399473,4.4918834779,32.6,5.4784555531,41.715193224,7.1102082275,632.25058005,88.449322559,9.5,"No",17.049576784,85.41556379,43.2
"Lee_North Carolina","North Carolina",10041.861628,20.118209967,3.8518424528,4.0174378186,10.119912791,18.940851796,31,7.8,24.3,82.858673487,15.470703655,30,561.5,39.034296029,14.65248227,55.35427,51.29902,157.20669,5703,43,50,89,14860,59.64333782,5.1503434814,22.9,4.5106278292,36.656596173,16.103059581,180.80155355,82.767643191,10.5,"No",15.067201132,84.441019472,33.4
"Lenoir_North Carolina","North Carolina",10145.614805,20.787012325,4.2074451625,4.4667036242,10.38047064,20.767000141,34.7,6.5,28,56.910664762,14.065098119,23.076923077,772.7,39.832958561,13.973999825,43.62469,54.49783,121.30162,7108,47,46,84.6,13101,51.431188459,4.5580601579,37.7,4.703945715,44.167458056,14.832393948,752.81220458,81.119798409,10.3,"No",18.812941933,78.361524005,25.7
"Lincoln_North Carolina","North Carolina",7707.5790569,15.08012712,3.4886763173,3.9232660516,8.2532196626,17.60968748,31.4,8.2,21.5,74.944100172,17.27087166,36.363636364,278.9,24.827171626,11.08105296,48.04849,42.47418,47.32837,5165,43,53,89.9,19279,58.338088075,4.0324872135,15.1,4.5513819986,24.7045258,12.936132466,153.24818172,70.019174862,10.8,"No",12.445995347,85.654390003,50.5
"McDowell_North Carolina","North Carolina",9120.3350459,19.624628348,4.0186989754,4.615742947,9.6189881324,21.097783866,36.3,8,31.5,84.629744866,16.281677998,10.810810811,362.3,36.16636528,13.703588496,31.05935,33.21597,159.43666,3912,37,38,85.2,10801,57.494676419,4.1531411113,25.9,4.2640538401,37.751263033,15.529672768,157.62317855,90.60666492,9.2,"No",12.178932179,80.29086417,28.6
"Macon_North Carolina","North Carolina",8970.5139426,16.680023518,3.9221641271,4.1999033471,7.8257191201,16.867029751,30.4,8.1,25.4,100,15.508648592,33.333333333,201.7,35.69690086,16.63168093,75.63416,57.58378,207.30162,1558,46,47,91.2,6908,55.32715692,4.7187171399,26.5,4.3254736842,30.457097033,17.454037701,110.02552592,108.16120112,8.6,"No",15.835210814,80.729905217,24.9
"Madison_North Carolina","North Carolina",7567.3331444,15.568789659,3.7181009209,4.1288647957,8.3150984683,18.266871275,29.5,7.8,25.4,62.72394529,17.392823289,36.842105263,260.2,22.275258552,12.335299285,46.86036,22.99273,156.35059,3157,39,40,86.6,4682,53.417343016,4.3451838347,24.3,4.5676220996,32.846334464,10.777881912,32.944754181,86.462914928,8.8,"No",13.313609467,77.122488658,46.1
"Martin_North Carolina","North Carolina",9855.8835377,21.638701965,4.1706042821,4.3844316465,12.742219612,19.442323112,39.8,6.9,27.1,47.790246888,13.399114748,23.80952381,560.9,35.245046924,11.60443996,38.83998,30.71657,96.5378,7352,49,47,69.5,4754,62.59991586,5.7596513076,30.7,4.5174138804,45.283409185,15.535991714,432.47409437,74.696705618,8.9,"No",14.509169364,86.185209282,34.7
"Mecklenburg_North Carolina","North Carolina",5876.1865691,14.454699953,3.0913984565,3.3675250517,9.35375167,15.415858125,26.1,7.4,17.6,91.340846516,19.555538746,37.644341801,770.6,22.419342598,12.059734561,87.50184,67.6054,264.29255,4096,42,50,85.1,328995,75.055547957,4.3073232801,16.8,4.6705969872,35.57973277,9.2810723952,583.79122539,49.407477824,11.3,"No",17.184722935,77.395817705,36.4
"Mitchell_North Carolina","North Carolina",9066.7446282,16.973844295,3.8991404385,4.2317665576,9.375,17.033683575,29.8,7.3,22.7,100,15.789487047,0,223,33.610122578,13.344549721,72.72246,53.07856,79.61783,1647,36,38,84.9,3174,57.246376812,5.3156689565,25.6,4.675304232,28.24456114,21.816739389,213.40790345,114.34880328,8.5,"No",12.608353034,87.093563371,31.1
"Montgomery_North Carolina","North Carolina",7402.5629757,20.892360293,4.1030142819,4.3711964248,9.9219108865,19.281261955,31.6,8,31.1,78.64234837,14.436806377,21.052631579,453.8,53.116621984,15.422270805,25.53067,14.57992,109.34937,5029,47,50,89.6,6004,45.936042638,4.6368905557,27.3,4.7267728835,36.844613918,9.1180976001,237.36412788,69.885780428,9.7,"No",17.327667611,86.693509731,32.3
"Moore_North Carolina","North Carolina",7731.4363009,15.030653312,3.573692572,3.9205997331,8.8861249309,16.249221865,27.7,8,24.7,70.549707072,16.123952075,34.831460674,361.4,24.716786818,11.541644826,103.36619,60.65965,216.93535,4444,53,57,89.4,21156,71.010588013,4.5188116828,14.8,4.7468204022,29.012190839,12.111593719,155.40525751,80.287084583,10.4,"Yes",13.487683403,84.800524207,32.4
"Nash_North Carolina","North Carolina",10043.506473,19.444327433,4.0277207352,4.1188853585,9.1271953167,18.375023055,36.7,6.8,24.7,48.559056761,15.62728247,30.088495575,685.7,32.540560472,11.825515229,56.37998,57.45231,109.58496,6918,46,53,82.8,21757,57.112653399,6.1306901615,23.9,4.8960012899,41.208530806,12.0206372,444.15117775,75.525335992,10.5,"No",16.589485154,84.344122658,24.6
"New Hanover_North Carolina","North Carolina",7529.2368351,15.47695556,3.7427392534,4.0116647393,7.9572746808,17.961675034,24.1,7.2,18.5,86.988508243,19.271531223,32.291666667,531,16.158518606,10.936464455,90.83465,76.14504,390.40837,4469,50,55,86,57524,74.697517558,4.1982768078,21,5.1628481473,38.235223881,10.067879883,446.98656747,73.414234366,8.4,"Yes",19.636898365,80.21119384,17.6
"Northampton_North Carolina","North Carolina",11339.647247,24.900738087,4.5655167688,4.514757905,12.098009188,20.530167646,34.5,5.5,27.7,18.919408118,12.127619224,21.875,553.2,39.665970772,12.046273206,5,30.20844,40.27792,6475,51,49,63.4,3983,49.359779061,6.3457330416,40.1,5.2421798447,64.65354543,14,253.40416438,78.747908259,9.6,"No",18.482039397,84.937299504,36.9
"Onslow_North Carolina","North Carolina",8319.9934305,16.581409048,3.7762081893,4.0978808579,6.8392489972,19.058770182,27.9,7.1,24.7,51.046846523,22.617513711,33.636363636,932.8,54.355651548,9.6189647953,32.06224,98.50794,202.68911,4965,43,41,88.9,54759,70.521740718,5.0793304448,18.3,3.5433631248,26.134974588,7.0536935705,209.04716953,64.457867849,9.5,"No",16.322264212,70.902491742,29.9
"Orange_North Carolina","North Carolina",4527.0087442,13.45448411,3.2706729709,3.7640618163,7.0776789892,14.197038614,24.8,7.5,19.5,84.018056666,20.565459148,33.898305085,490.3,5.7883909483,10.24844454,188.29868,215.94249,620.23098,2788,45,59,88.392602206,34353,80.522807324,3.8215477203,11.2,5.6138214419,24.451090781,11.213292335,159.92480728,42.179926305,10.7,"Yes",18.639167309,67.667752351,30.3
"Pamlico_North Carolina","North Carolina",9133.9294553,17.17041402,3.818287016,4.0516855595,9.8360655738,17.145300031,33.1,7.9,30.1,54.86153378,15.293240053,30.769230769,164.3,28.827977316,13.370733988,46.79822,31.52337,63.04673,3082,58,53,87.4,2578,59.542280838,4.8005908419,30.5,4.2934070732,36.399604352,10.919585056,165.46269018,119.95264207,8.6,"No",15.47277937,76.937269373,40.9
"Pasquotank_North Carolina","North Carolina",8246.3725551,18.02850909,3.6958075503,4.2274801557,8.9114658926,18.97107568,38.9,6.1,27.1,69.730208308,16.553378293,30.769230769,700.5,24.146114952,12.007185706,72.74734,50.32333,181.16398,5280,49,43,82.7,9878,62.370925289,5.579374607,30.7,5.0867223566,39.149084164,14.047762392,382.18322165,59.73775627,8.5,"No",21.522491349,80.807352676,33.3
"Pender_North Carolina","North Carolina",9643.2101156,17.126363504,3.7720712397,4.0190720635,8.7407749077,17.271302997,30.8,7.8,24.2,60.198785836,16.393696193,29.62962963,343.7,26.723632403,13.383960226,30.46201,36.09042,70.54037,4327,46,45,89.5,13854,60.978778692,4.7255317594,17.5,5.1897649112,26.486779871,10.661702488,149.85014985,82.629484551,9.4,"Yes",17.41182315,81.251017418,50.8
"Perquimans_North Carolina","North Carolina",7967.9983004,18.833083209,4.0565170144,4.3266393857,7.3612684032,18.657386851,32.9,7.7,25.1,50.464580391,13.70234563,25,394.3,27.687296417,12.407275683,14.99813,14.8434,44.53021,4376,50,48,89.9,2676,57.361733931,5.7846394372,28,4.7166468618,43.139490688,12.748406449,150.97188149,83.18973201,8.5,"No",18.272727273,81.012412723,43
"Person_North Carolina","North Carolina",9032.3227326,17.63954482,3.7547936548,4.1465402723,8.8388214905,19.114460182,30.9,7.3,25.9,51.201094669,15.134457792,29.032258065,529.8,37.140769605,12.534626039,40.72905,40.64008,93.98019,4300,44,52,87.3,9009,58.441558442,4.666775831,21.9,4.6195455993,46.759424426,15.018837186,225.33705076,79.971067792,10.1,"No",17.062073448,84.452532605,49.8
"Pitt_North Carolina","North Carolina",7690.4899923,19.765110122,4.18282858,4.471910353,9.7156398104,20.353047064,33.5,6.7,25.1,72.000856388,19.335527207,23.214285714,1081.7,20.009220839,12.279821516,102.69721,85.45481,345.17041,5023,45,49,84.7,44909,73.417355096,4.9344684665,29.6,5.7476913542,41.712366508,9.9875860512,414.16627092,66.234103532,9.8,"No",21.481481481,83.967448093,21.8
"Polk_North Carolina","North Carolina",6906.4370678,14.728336246,3.5514799729,4.0435085609,7.3778664008,15.219369597,29.3,8.5,25.8,75.90931253,15.034703382,15,191.5,23.590021692,12.351460925,49.17872,38.91429,184.84288,3549,39,46,92,3606,62.562396007,4.2151162791,21.3,3.7209650582,26.336975273,24.097570571,63.43245712,92.133377766,9.5,"No",15.517241379,76.985527709,42.1
"Randolph_North Carolina","North Carolina",9047.4754781,16.949829854,3.8366381729,4.1582175964,8.3116182945,19.986074386,33.7,7.7,28.2,58.912043569,17.070612713,29.203539823,293.4,35.110323724,15.29657314,44.62543,30.70867,94.21979,4581,44,54,90.140374488,33982,52.460125949,4.4223705929,23.4,4.1945498103,34.764547136,11.156356334,156.13950329,90.508245063,10.9,"Yes",13.081368682,86.163161249,31.4
"Richmond_North Carolina","North Carolina",11418.750704,24.210091894,4.3683304003,4.5801062639,11.968503937,22.668588698,38.2,6.5,31.6,38.755119106,14.095504442,26.923076923,812.1,48.732171157,13.734096339,37.82906,33.48364,147.32801,9568,44,46,81,10782,47.430903357,6.1341623819,37.1,5.3746735318,53.849851005,14.909099001,494.26089993,91.064264095,10.2,"Yes",15.790899242,85.832753421,26.2
"Robeson_North Carolina","North Carolina",12200.648426,29.462734574,5.4164590148,5.3999120895,11.902713694,27.214428464,37.8,6.4,29.8,44.95706875,13.921231802,28.899082569,906.1,47.735132377,18.371065458,39.02878,24.88575,170.42969,10117,36,35,86.1,33365,45.745541735,6.6466518212,44.4,5.5516745264,50.261780105,11.258302998,461.3814325,110.65663738,10.1,"No",18.285090115,86.509541261,30.4
"Rockingham_North Carolina","North Carolina",9723.854235,18.43893522,4.0207194131,4.3210325276,9.4728682171,19.659665889,35.3,6.7,29,58.661085185,15.337823009,26.865671642,408.7,32.245969254,13.587387535,39.39033,34.08504,123.14594,6174,42,52,85.7,20605,51.37102645,5.2303799932,23.9,4.676553591,41.412852815,15.318459838,245.34995524,90.457399809,10.3,"Yes",14.553678329,84.880525531,37.9
"Rowan_North Carolina","North Carolina",9811.5565035,15.849289313,3.5986788759,3.9005131146,9.3358737071,19.431567492,33.4,7.1,26.7,76.884734302,16.806067304,24.324324324,526.8,33.014511873,12.748120167,43.59229,45.50496,209.74944,5039,43,49,84.5,33713,54.699967372,4.708149362,22.4,4.4955538422,38.512863284,14.364017065,390.51458665,104.92742639,10.6,"Yes",14.696764193,83.361918156,30.5
"Rutherford_North Carolina","North Carolina",9739.5282494,18.552074063,3.947026576,4.2848436122,8.8433938371,19.283327594,29.7,7,24.2,54.362188468,15.548633452,16.666666667,335.9,37.406123628,13.946416198,49.68308,24.04171,135.23463,4465,39,48,84.1,14595,50.948955122,6.1519707436,24.4,4.4425266473,36.28293035,21.077671218,195.9965299,96.72051376,10.1,"Yes",14.437086093,80.043876831,32.6
"Sampson_North Carolina","North Carolina",9990.4064068,21.882086586,4.1154696622,4.2753065669,8.839027707,20.70706342,32.3,7.6,29.1,48.034872539,14.280445359,26.666666667,508.4,48.435640792,18.779132131,44.35714,31.53082,33.10736,6413,44,43,83.468810289,15191,48.153511948,4.8098510103,31.1,4.7349428208,37.766536467,14.73290666,227.46726691,93.570042515,10.7,"No",17.95532646,81.972880575,35.6
"Scotland_North Carolina","North Carolina",11531.218716,27.898173563,4.9178391352,4.8765236565,13.134517766,23.068501891,35.6,5.5,27.8,68.379566889,13.477311171,29.268292683,856.1,51.99245461,13.418662263,59.58461,25.64614,170.97427,6266,49,42,87.1,8468,50.106282475,7.8451792068,39.3,5.7049534574,51.988740668,14.754284417,694.28538708,87.350025641,10.2,"No",20.89265102,87.894505495,23.5
"Stanly_North Carolina","North Carolina",9058.8214038,16.088826151,3.5695919059,3.9534204183,9.5550847458,18.922187434,28.6,8,24.5,66.826772303,17.547859284,22.222222222,406.8,32.200357782,12.044666764,37.83455,32.52985,209.81751,5124,45,49,88.7,14350,55.958188153,4.1543723176,19.6,4.4525750646,34.782608696,17.601289665,266.12098424,88.093563253,10.5,"Yes",16.522290302,83.549593138,38.1
"Stokes_North Carolina","North Carolina",10079.085993,14.531433162,3.5683931031,3.9994806528,8.5673146148,16.748062965,30.4,7.9,26.9,57.511444906,16.964560098,38.095238095,254.6,22.526636225,11.700382723,23.86272,13.12422,37.18529,5643,39,47,83.3,10295,54.006799417,4.2979032404,20.6,4.5595480849,33.969298246,9.1112219884,216.91739872,103.38622325,9.8,"No",13.521349499,88.444796201,44.5
"Surry_North Carolina","North Carolina",9666.5759417,19.953036902,4.1272285445,4.3639700592,8.4126379901,19.097972843,32,8.2,30.6,52.109999593,15.14474654,22.535211268,254.3,32.750255363,15.045235065,55.4685,40.15286,102.45902,6150,40,53,91.355032823,16314,54.81181807,4.257719715,23.1,4.8103561415,29.969044241,14.560481467,173.0781118,93.914039736,9.6,"No",14.044079959,85.513846566,33.3
"Swain_North Carolina","North Carolina",10907.940358,22.409041983,4.5657045482,4.9159530401,7.8710644678,23.076309035,29,7.9,24.6,97.460839711,16.107221941,9.0909090909,755.2,61.918511389,18.102470106,83.64701,83.95131,265.84581,4171,21,41,79.3,3331,58.931251876,5.1001296643,24,4.535478071,42.958199357,12.547051443,195.11835953,86.82743747,8.4,"Yes",13.382899628,87.175712971,18.5
"Transylvania_North Carolina","North Carolina",7399.1246413,15.837076111,3.6841940381,4.1112678613,8.5607276619,17.047327273,26.8,8.3,24.4,81.755817468,15.489881531,17.391304348,189.7,23.703703704,13.953691187,77.65366,35.33985,232.65402,904,46,51,85.7,6085,58.570254725,4.360976296,24.3,4.0315546804,36.928531442,18.816080282,131.47356172,95.439893876,8.7,"No",11.818514453,79.835232522,37
"Tyrrell_North Carolina","North Carolina",8438.1246478,23.537408691,4.3647141552,4.29822324,10.169491525,21.361090057,34.5,6.6,25.3,59.223961879,14.584258282,17.46031746,393.1,32.915360502,17.391304348,43.11584,19.2864,96.5378,3840,47,39,89.4,1004,28.685258964,7.6271186441,35,5.5601543036,59.380378657,19.319005071,211.18012422,82.979450383,7.9,"No",15.172413793,79.537953795,35.8
"Union_North Carolina","North Carolina",5693.8503846,14.188597371,3.1804653422,3.7660355233,7.757736623,14.748865146,30.7,8.6,22.4,63.313991614,18.1429232,26.363636364,361.4,15.839406474,9.8747162366,64.42901,26.79737,119.72373,5206,40,50,92.6,53821,67.373330113,4.0030502623,11.6,4.1591147926,22.63072689,7.899173014,188.22616028,44.78264232,10.9,"Yes",13.4775845,82.253722114,47.6
"Vance_North Carolina","North Carolina",12594.348757,23.808355625,4.4848311004,4.5993939394,12.43339254,21.24924762,36.3,6.1,29.6,74.776540003,13.240954862,46,1099.4,47.887055232,12.422221602,33.9029,52.02325,199.04549,7115,36,44,82.1,10037,46.468068148,6.2692071297,38,5.2158723312,54.516129032,15.595334961,580.75004204,98.001753242,10,"No",20.042194093,82.826099655,24.1
"Wake_North Carolina","North Carolina",4651.1822989,12.612270743,2.9146633462,3.6130790243,7.9725645988,13.614062446,24,8,15.4,88.927327959,20.012935488,34.626865672,537.2,14.137776155,9.1915697649,85.59493,69.29658,278.77184,3744,45,57,89.1,308558,79.441466434,3.9195420159,11.6,4.2290135861,27.165902016,9.8109364716,114.89266517,43.333179573,11,"Yes",14.31979598,79.500935745,34.7
"Warren_North Carolina","North Carolina",9563.6024503,24.00907055,4.4978995311,4.5504925904,12.193190816,21.394443662,37.5,6.3,29.6,38.231928285,12.842495162,28,610.3,33.995104705,16.604296604,5.02336,20.11769,50.29422,7556,40,42,71.3,3896,51.463039014,6.9412107101,33,5.0608755602,50.480637188,13.060732406,210.53753698,61.537850741,9.7,"No",18.5540627,84.367106371,44.2
"Washington_North Carolina","North Carolina",9781.6269743,24.198845457,4.4073160685,4.5442958631,10.654827969,19.274777519,35.2,5.5,28.7,67.984578168,12.490366597,12.5,678.2,39.889415482,12.740228892,32.80033,24.97502,108.22511,4733,44,39,72.5,2552,48.275862069,6.7637877211,40.7,5.6216906444,58.92149088,21.320213202,284.83266081,77.56447547,8.6,"Yes",15.819750719,81.182913472,31.9
"Watauga_North Carolina","North Carolina",5512.1141421,18.538886947,4.2613902209,4.5294035774,7.1738273551,20.156175792,22,7.3,17.9,88.556941209,19.934860533,46.428571429,379.9,5.8230169647,13.227093608,76.03576,61.68248,397.30774,3451,42,50,89.6,10408,77.29631053,4.1051305383,16.8,7.412997563,24.985490424,14.465338823,120.79574195,57.328921879,8.3,"Yes",26.306576644,73.869240821,21.7
"Wayne_North Carolina","North Carolina",8914.6382772,20.956414229,4.0783009829,4.2799531178,8.6238997969,19.771290119,34.6,6.6,28.2,47.502507686,15.144172434,33.333333333,668.6,38.538501445,14.744987136,51.55054,51.54141,178.78427,4759,40,44,82.5,31345,58.254905089,5.1151660185,31.1,4.4692229531,42.899580018,13.129279098,407.01725622,69.992743281,10.7,"No",16.684199453,80.998602561,21.8
"Wilkes_North Carolina","North Carolina",9447.5022344,18.514796043,4.1111399963,4.4389585813,9.5188064719,18.982824847,33.2,7.7,30.2,73.455436977,15.716927393,25.862068966,223.4,41.732851986,14.911006851,43.64271,33.53943,177.90481,4154,50,52,87.9,15279,54.290202238,4.3030749992,24.7,4.9327228793,28.381046397,14.256619145,209.48653976,109.11344598,9.6,"No",16.119620715,83.956465143,28.3
"Wilson_North Carolina","North Carolina",9909.5091961,20.908589347,4.1261550364,4.1562490876,11.132783196,19.786092916,31.7,6.9,26.2,68.359307679,14.770358916,32.5,571.5,37.681006236,13.599939408,47.75842,36.73274,137.13558,6468,45,51,78.5,19280,52.930497925,7.3136232527,28.7,4.5793250794,45.504201681,11.388545328,403.24606804,73.753902096,10.7,"No",18.840806124,83.756123163,22.6
"Yadkin_North Carolina","North Carolina",8148.9813984,18.143045449,3.913957548,4.2327312766,9.9486049927,18.499696008,32.3,8.5,21.4,32.960995678,16.580717975,32.352941176,202.2,31.320754717,14.418650859,26.64393,18.53126,71.47774,4948,47,54,87.6,8541,55.134059244,4.0155440415,22,4.2308173478,30.494539207,15.453479697,254.81431973,94.849009914,9.9,"Yes",13.565387118,81.571762871,42.5
"Yancey_North Carolina","North Carolina",7903.5358319,16.986426722,3.9291652847,4.3827740673,8.3050847458,17.830866027,29.4,8.2,25.7,100,15.459915421,26.666666667,136.5,38.941736029,14.358197652,73.53773,28.17854,191.61407,2134,40,37,92,3761,54.719489497,4.602791197,25.5,4.5438745231,24.198861935,12.444846702,42.744785136,97.517831022,8.6,"No",13.823331086,81.429829712,38.5
"Adams_North Dakota","North Dakota",7046.6808919,12.458389868,2.7889437664,2.7166552695,5.2873563218,14.853406899,31.5,8.9,23.5,42.125480154,19.804588675,0,140.2,18.604651163,8.6678301338,477.22343,43.14064,86.28128,3257,35,51,100,490,72.244897959,2.4064171123,12.6,5.1301194539,11.344537815,13.015184382,64.116264159,127.59984688,4.8,"No",9.8591549296,73.878835563,17
"Barnes_North Dakota","North Dakota",6581.1253228,12.397002382,2.8037119311,2.7420594126,6.5217391304,15.672086539,35.5,8.9,22.2,67.729983734,21.4374214,29.411764706,189.2,13.20754717,8.2665695557,91.5248,83.84572,74.52953,3693,57,57,88.131868132,2317,67.414760466,2.7360028991,12,4.2159030639,19.578175149,26.542192934,180.92179655,68.974279854,5.7,"No",7.9129574679,77.73826458,19.5
"Benson_North Dakota","North Dakota",16817.785215,25.327928839,4.6704872127,4.1328937825,6.0129509713,29.924129345,32.2,6.6,27.2,62.657657658,19.114437229,50,1895.5,94.070695553,14.473003278,26.80785,14.41753,57.67013,6565,47,32,88.001066667,1437,53.514265832,3.5416666667,39.5,5.4815682797,58.989726027,7.4194984419,29.483305078,158.18149862,5.6,"No",16.447368421,73.946360153,23.5
"Billings_North Dakota","North Dakota",6232.7756485,11.721762518,2.6227118146,2.5401972625,7.6121794872,16.722945327,30.1,7.1,22.1,67.049808429,22.605545449,0,996.7,13.533834586,11.198945982,0,0,0,3017,50,32,96.2,228,67.543859649,2.9748283753,11.3,5.1330863106,7.5117370892,21.413276231,53.850296177,126.70256573,4.9,"No",7.4074074074,65.567010309,46.3
"Bottineau_North Dakota","North Dakota",9947.4534941,13.215348372,2.8580161973,2.7859336085,5.7259713701,16.147386404,34.2,8.4,30.4,56.462902473,21.645145501,55.555555556,104.2,15.082956259,9.7511632612,30.39976,30.62787,69.85191,3528,53,31,100,1311,74.599542334,3.2729583731,12.2,4.860938664,15.183246073,28.879768962,81.7296976,87.320466111,5.7,"No",7.9077429984,75.970425139,23.3
"Bowman_North Dakota","North Dakota",5501.4428112,10.801678609,2.4783271504,2.4396535974,6.4406779661,13.877928444,29.5,9.6,26.3,73.849571565,23.467193682,0,364.3,33.973412112,8.5988483685,61.70935,157.92798,133.55998,2053,42,16,93.99499583,726,76.308539945,1.7289459007,9.9,4.2895417325,15.131578947,24.683739587,107.80840906,61.873530504,5.1,"No",4.7272727273,77.443609023,14.3
"Burke_North Dakota","North Dakota",7633.0955724,13.355366262,2.9173311447,2.7712077883,7.03125,17.380025882,34.8,6.5,24.5,44.461382114,21.071531379,50,173.3,38.25136612,9.2623405435,12.2459,0,67.63612,1623,49,33,90,512,74.8046875,3.0797101449,11.3,5.4831970527,16.279069767,36.396724295,63.291139241,98.319628173,5.2,"No",9.693877551,73.183856502,33.2
"Burleigh_North Dakota","North Dakota",5992.9233524,12.027939258,2.6387231541,2.786144095,6.4461694229,15.797400673,30.1,9.2,19.1,83.391548187,24.03972444,38.461538462,434.5,21.276595745,6.0013104981,105.83467,78.92245,233.61044,4456,49,55,87.855233853,25254,76.930387265,2.412345533,7.4,4.1577083681,26.397500601,16.086869093,250.31561534,57.425433616,5.6,"No",10.752833243,84.955487841,9
"Cass_North Dakota","North Dakota",5461.9572411,12.151282303,2.5672793475,2.6744333344,6.5942278947,14.530247414,31.1,8.9,16.8,88.768043371,24.582171926,40.740740741,504.9,15.170173186,6.0826347702,102.14038,78.74592,259.86152,4756,56,54,85.920644761,50427,80.189184366,2.0808096596,8.5,4.3382181451,27.148583645,10.72759331,309.37726018,48.456077024,6.8,"Yes",12.897128317,83.006059132,8
"Cavalier_North Dakota","North Dakota",7900.0296743,11.156523986,2.5978922554,2.4914760173,9.0909090909,14.087516377,34.6,9.3,29.1,67.968945655,20.304878592,50,104.5,25.745257453,8.86981402,26.13013,0,26.58161,5224,59,54,83.33,647,78.516228748,2.6178010471,12.5,4.5131710942,19.768934531,26.130128038,78.9577576,78.25542571,5.9,"No",4.8710601719,83.126684636,13.1
"Dickey_North Dakota","North Dakota",5504.6509699,12.376374764,2.706849581,2.7059470653,6.0475161987,14.547447075,33.5,9.5,27.1,44.60200416,23.260538693,75,78.4,15.860428232,9.1377091377,59.24171,61.7157,41.1438,6877,53,51,100,1076,67.19330855,1.763322884,13.3,3.8433101256,8.4776663628,41.469194313,68.560235064,66.858064262,5.7,"No",6.103286385,73.247663551,13
"Divide_North Dakota","North Dakota",6694.9061188,12.038209964,2.7447119571,2.5851185315,7.4193548387,14.97832276,29.3,8.8,29.2,54.852728151,21.242602886,33.333333333,285.7,27.855153203,10.152008686,41.44219,0,28.68617,4482,41,14,95.5,475,61.263157895,1.6635859519,13.3,6.3596713663,18.80733945,45.586406962,0,147.49262537,5.8,"No",6.4814814815,67.059814659,19.5
"Dunn_North Dakota","North Dakota",10816.752774,12.916796992,2.8188583555,2.6769298888,4.662004662,17.094739435,35.8,8.4,19.8,37.075791855,24.576021295,70.588235294,344.4,23.170731707,12.433297759,108.93499,30.12048,33.21156,4905,40,28,90.340909091,978,67.893660532,2.1177203363,13.4,4.6940911542,25.288562434,20.613834173,185.95493327,105.2053792,4.4,"No",7.7170418006,70.384802728,39.1
"Eddy_North Dakota","North Dakota",5762.143008,13.951468758,3.0338122966,2.902373756,5.4726368159,16.306653504,33.7,8.4,30.3,70.062893082,19.191037915,100,116.8,26.49861056,9.7807757167,57.06134,129.53368,37.86445,3929,52,42,82.068965517,456,61.403508772,4.6118370484,12.8,4.7868657897,26.654064272,25.445292621,169.31216931,126.9035533,5.3,"No",9.4339622642,68.439108062,20.1
"Emmons_North Dakota","North Dakota",6694.9061188,13.104001632,2.9478765607,2.733534774,4.9572649573,15.571427055,30.9,8,23.8,1.6338028169,18.936601078,50,117.6,21.520803443,11.403869905,29.88643,30.29385,77.33952,6972,49,33,100,510,73.921568627,3.9873417722,17.5,4.5667152654,16.490166415,17.931858936,58.997050147,129.73993041,5,"No",6.5625,67.73074254,19.5
"Foster_North Dakota","North Dakota",8247.4161026,12.822606665,2.8312208321,2.7133726187,6.3492063492,15.658634,35.6,9.1,28.8,69.039784625,21.260966052,50,73.2,16.282225237,7.206509105,90.82652,92.1093,277.41935,6298,47,41,93.8,698,73.209169054,2.447761194,8.8,3.7756360286,21.982758621,36.330608538,18.663680478,114.15525114,5.3,"No",7.7441077441,81.104154809,10.3
